847638,绍兴亲享明堂二十六首 其九 徽宗位奠币用《泰安》。
847650,绍兴亲享明堂二十六首 其八 太宗位奠币用《化安》。
847211,元符亲享明堂十一首 其五 上帝位酌献用《庆安》。
847217,元符亲享明堂十一首 其三 神宗奠币用《信安》。
847646,绍兴亲享明堂二十六首 其十一 尚书捧俎用《禧安》。
847655,绍兴亲享明堂二十六首 其十八 文舞退、武舞进用《穆安》。
847210,元符亲享明堂十一首 其九 饮福用《胙安》。
847652,绍兴亲享明堂二十六首 其一 皇帝入门用《仪安》。
847649,绍兴亲享明堂二十六首 其二十一 皇帝饮福用《胙安》。
847778,皇祐亲享明堂六首 其一 降神用《诚安》。
1104010,皇祐亲享明堂六首 其四 三圣配位奠币用《信安》。
847640,绍兴亲享明堂二十六首 其十六 徽宗位酌献用《成安》。
988217,绍兴亲享明堂二十六首 其二十三 送神用《诚安》。
1104581,绍兴亲享明堂二十六首 皇帝入门用《仪安》。
847641,绍兴亲享明堂二十六首 其四 盥洗用《仪安》。
847643,绍兴亲享明堂二十六首 其二 升堂用《仪安》。
847637,绍兴亲享明堂二十六首 其七 太祖位奠币用《广安》。
988213,绍兴亲享明堂二十六首 其十九 亚献用《穆安》。
847653,绍兴亲享明堂二十六首 其三 降神用《诚安》。
848007,嘉祐亲享明堂二首 其二 送神用《诚安》。
847777,皇祐亲享明堂六首 其五 酌献用《孝安》。
859699,元符亲享明堂十一首 其十 彻豆用《歆安》。
848035,熙宁亲享明堂二首 其二 酌献用《德安》。
847639,绍兴亲享明堂二十六首 其二十 终献用《穆安》。
1104577,嘉祐亲享明堂二首 降神用《诚安》。
847213,元符亲享明堂十一首 其一 皇帝升降用《仪安》。
847209,元符亲享明堂十一首 其七 退文舞、迎武舞用《穆安》。
988212,绍兴亲享明堂二十六首 其十四 太祖位酌献用《孝安》。
847642,绍兴亲享明堂二十六首 其二十五 望瘗用《仪安》。
847215,元符亲享明堂十一首 其四 奉俎用《禧安》。
847651,绍兴亲享明堂二十六首 其五 上帝位奠玉币用《镇安》。
847214,元符亲享明堂十一首 其六 配位酌献用《德安》。
847212,元符亲享明堂十一首 其八 亚献用《穆安》。
1104578,熙宁亲享明堂二首 英宗奠币用《诚安》。
847645,绍兴亲享明堂二十六首 其十三 皇地祇位酌献用《彰安》。
848036,熙宁亲享明堂二首 其一 英宗奠币用《诚安》。
847636,绍兴亲享明堂二十六首 其二十四 望燎用《仪安》。
847644,绍兴亲享明堂二十六首 其六 皇地祇位奠玉币用《嘉安》。
847648,绍兴亲享明堂二十六首 其十 皇帝还位用《仪安》。
1104579,元符亲享明堂十一首 皇帝升降用《仪安》。
847647,绍兴亲享明堂二十六首 其十二 昊天上帝位酌献用《庆安》。
1104551,皇祐亲享明堂六首 降神用《诚安》。
988215,绍兴亲享明堂二十六首 其二十六 还大次用《憩安》。
847654,绍兴亲享明堂二十六首 其二十二 彻豆用《歆安》。
847776,皇祐亲享明堂六首 其六 送神用《诚安》。
847635,绍兴亲享明堂二十六首 其十五 太宗位酌献用《韶安》。
1104008,皇祐亲享明堂六首 其二 奠玉币曰《镇安》。
1104550,皇祐亲享明堂六首 其二 奠玉币曰《镇安》。
859698,元符亲享明堂十一首 其十一 归大次用《憩安》。
848008,嘉祐亲享明堂二首 其一 降神用《诚安》。
847216,元符亲享明堂十一首 其二 上帝位奠玉币用《镇安》。
988214,绍兴亲享明堂二十六首 其十七 皇帝还小次用《仪安》。
1104009,皇祐亲享明堂六首 其三 酌献曰《庆安》。
